0.215501  0.296377  0.441876  0.312281
0.239284  0.344389  0.424017  -0.101567
0.22805  0.302436  0.51677  0.22886
0.16614  0.275601  0.0892931  0.404531
0.171731  0.239862  -0.0746586  0.58297
0.157891  0.278018  0.0121182  0.348858
0.210166  0.312813  0.399426  0.204542
0.217176  0.31929  0.426296  0.147868
0.202079  0.273382  0.306488  0.489623
0.235332  0.354469  0.345482  -0.107659
0.208988  0.264351  0.240406  0.591296
0.244597  0.340802  0.455079  -0.140648
0.25259  0.376629  0.169862  -0.273746
0.234966  0.361858  0.287552  -0.123864
0.21815  0.280639  0.418023  0.443441
0.183621  0.263511  0.158232  0.521399
0.184589  0.259121  0.138786  0.547997
0.215791  0.334413  0.361688  0.0584169
0.240761  0.340769  0.44881  -0.100093
0.231374  0.294323  0.532423  0.289432
0.216905  0.279342  0.405685  0.455163
0.230501  0.319614  0.49936  0.0919255
0.214241  0.275041  0.368084  0.493942
0.172155  0.250519  0.00905247  0.550005
0.226976  0.300865  0.510975  0.24598
0.253661  0.332974  0.466978  -0.274288
0.239168  0.314769  0.556067  0.0620388
0.176135  0.242021  -0.0338024  0.595531
0.238719  0.295548  0.57429  0.248119
0.172555  0.300706  0.184071  0.244008
0.230202  0.283006  0.455661  0.455617
0.184958  0.312374  0.246651  0.191535
0.225224  0.346053  0.351982  -0.026973
0.229192  0.295553  0.521726  0.284406
0.169302  0.276206  0.116035  0.411581
0.208701  0.329337  0.341087  0.0978275
0.251934  0.375849  0.182101  -0.267869
0.211955  0.272278  0.340013  0.516044
0.204172  0.277497  0.335212  0.461095
0.20261  0.25894  0.180677  0.608248
0.230919  0.31211  0.520595  0.140688
0.241304  0.322817  0.536858  -0.0128869
0.185608  0.270537  0.202806  0.484376
0.240462  0.33744  0.466232  -0.0826946
0.217024  0.344499  0.311741  0.00191151
0.157162  0.220981  -0.386265  0.453836
0.237624  0.363473  0.285687  -0.1428
0.168377  0.291812  0.150928  0.29973
0.232222  0.333507  0.454683  -2.35574e-005
0.214787  0.305864  0.436103  0.244447
0.226576  0.376464  0.0450557  -0.0764491
0.175995  0.270471  0.141573  0.464187
0.166439  0.288791  0.131994  0.315244
0.219807  0.318746  0.442929  0.143946
0.202161  0.293944  0.360371  0.342271
0.216783  0.32425  0.409063  0.117293
0.242479  0.359182  0.332497  -0.172282
0.219477  0.339763  0.355965  0.0209895
0.213575  0.277524  0.381553  0.468771
0.181287  0.244009  0.00257876  0.608647
0.217472  0.335731  0.365321  0.0475226
0.215461  0.273234  0.354444  0.517664
0.231075  0.320169  0.500638  0.0849937
0.219038  0.334402  0.38108  0.0512362
0.214604  0.366192  0.0384174  -0.0595945
0.248156  0.320647  0.56165  -0.0896863
0.188501  0.312456  0.268599  0.199689
0.242122  0.343977  0.433151  -0.125993
0.172488  0.268845  0.110432  0.463987
0.164935  0.223788  -0.274116  0.554608
0.221098  0.3576  0.236872  -0.0599528
0.211509  0.290686  0.412214  0.360684
0.197898  0.263774  0.230467  0.551552
0.203556  0.300217  0.371332  0.297718
0.172265  0.268147  0.105803  0.467187
0.239669  0.382633  0.103036  -0.136551
0.244335  0.340505  0.456574  -0.136406
0.235497  0.304425  0.557962  0.173044
0.16748  0.300909  0.152009  0.216931
0.179709  0.262253  0.128085  0.518848
0.248998  0.30921  0.609856  -0.015606
0.206254  0.278244  0.34922  0.45684
0.206681  0.352805  0.148789  -0.0353805
0.207926  0.278826  0.360323  0.453286
0.225816  0.305787  0.501275  0.211978
0.217628  0.281133  0.418245  0.438175
0.243325  0.29847  0.602654  0.181897
0.231734  0.299442  0.538758  0.2382
0.212281  0.274277  0.356307  0.497233
0.252572  0.323553  0.535624  -0.20104
0.174658  0.277365  0.157636  0.419592
0.252172  0.320158  0.557054  -0.170592
0.159783  0.269372  -0.00276005  0.411206
0.243431  0.317439  0.56458  -0.00120946
0.229164  0.363714  0.238391  -0.0995178
0.158468  0.232764  -0.26122  0.496833
0.227791  0.321086  0.480635  0.0970378
0.173892  0.322339  0.1103  0.0300411
0.191098  0.267493  0.22053  0.513039
0.193756  0.32898  0.241522  0.0863061
0.237239  0.355238  0.34726  -0.122347
0.209654  0.319998  0.379912  0.157193
0.236818  0.372108  0.203829  -0.143428
0.171481  0.323432  0.0438787  -0.0296491
0.197242  0.255666  0.148833  0.608004
0.163616  0.287006  0.106784  0.316398
0.246523  0.352134  0.383545  -0.199187
0.23138  0.32074  0.500414  0.0795082
0.179944  0.254919  0.086602  0.556729
0.16238  0.224656  -0.279748  0.537022
0.209467  0.286824  0.393136  0.391393
0.166467  0.256583  0.000873753  0.503002
0.171655  0.232517  -0.149072  0.595443
0.161709  0.220569  -0.328357  0.522143
0.19686  0.287901  0.320877  0.383628
0.251617  0.360693  0.302173  -0.28076
0.210423  0.361578  0.0579273  -0.0565565
0.226353  0.281584  0.44807  0.450345
0.196869  0.253397  0.113062  0.623628
0.217155  0.351508  0.260481  -0.030635
0.179233  0.278941  0.192455  0.420236
0.157427  0.285226  0.0376145  0.29311
0.238106  0.329172  0.498769  -0.0196757
0.226149  0.354486  0.298229  -0.0637419
0.210014  0.333413  0.330475  0.0717094
0.22979  0.349992  0.350845  -0.0622182
0.221452  0.337182  0.381308  0.0291905
0.165545  0.309358  0.123208  0.108165
0.255178  0.321597  0.507828  -0.288856
0.193753  0.335017  0.200373  0.0408906
0.178863  0.238065  -0.0717854  0.617289
0.181055  0.303859  0.234835  0.247857
0.234587  0.36667  0.243905  -0.12899
0.178064  0.292191  0.213007  0.327952
0.168405  0.282847  0.130922  0.365624
0.160858  0.255375  -0.0664823  0.478485
0.175928  0.254584  0.0603319  0.545947
0.172351  0.321657  0.0971418  0.0196634
0.245537  0.379035  0.168827  -0.195344
